"path","top_level","category","subsystem","size_bytes","last_write_utc","extension","action","rationale","risk","evidence","owner","notes","bucket"
"client/node_modules/caniuse-lite/data/regions/PL.js","client","frontend","unclassified","4756","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PM.js","client","frontend","unclassified","3691","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PN.js","client","frontend","unclassified","3122","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PR.js","client","frontend","unclassified","4538","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PS.js","client","frontend","unclassified","4522","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PT.js","client","frontend","unclassified","4666","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PW.js","client","frontend","unclassified","3677","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PY.js","client","frontend","unclassified","4079","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/QA.js","client","frontend","unclassified","4440","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/RE.js","client","frontend","unclassified","4475","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/RO.js","client","frontend","unclassified","4799","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/RS.js","client","frontend","unclassified","5089","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/RU.js","client","frontend","unclassified","5165","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/RW.js","client","frontend","unclassified","5047","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SA.js","client","frontend","unclassified","4571","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SB.js","client","frontend","unclassified","4145","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SC.js","client","frontend","unclassified","5528","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SD.js","client","frontend","unclassified","4493","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SE.js","client","frontend","unclassified","4834","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SG.js","client","frontend","unclassified","4729","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SH.js","client","frontend","unclassified","3349","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SI.js","client","frontend","unclassified","4682","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SK.js","client","frontend","unclassified","4703","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SL.js","client","frontend","unclassified","4953","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SM.js","client","frontend","unclassified","3933","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SN.js","client","frontend","unclassified","4577","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SO.js","client","frontend","unclassified","4658","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SR.js","client","frontend","unclassified","4317","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ST.js","client","frontend","unclassified","3850","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SV.js","client","frontend","unclassified","4430","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SY.js","client","frontend","unclassified","4946","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/SZ.js","client","frontend","unclassified","4547","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TC.js","client","frontend","unclassified","4038","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TD.js","client","frontend","unclassified","4489","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TG.js","client","frontend","unclassified","4838","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TH.js","client","frontend","unclassified","4504","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TJ.js","client","frontend","unclassified","5062","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TL.js","client","frontend","unclassified","4997","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TM.js","client","frontend","unclassified","3951","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TN.js","client","frontend","unclassified","4675","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TO.js","client","frontend","unclassified","3858","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TR.js","client","frontend","unclassified","4995","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TT.js","client","frontend","unclassified","4464","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TV.js","client","frontend","unclassified","3390","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TW.js","client","frontend","unclassified","4875","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/TZ.js","client","frontend","unclassified","5239","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/UA.js","client","frontend","unclassified","5062","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/UG.js","client","frontend","unclassified","5208","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/US.js","client","frontend","unclassified","5300","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/UY.js","client","frontend","unclassified","4201","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/UZ.js","client","frontend","unclassified","4705","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/VA.js","client","frontend","unclassified","3433","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/VC.js","client","frontend","unclassified","4181","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/VE.js","client","frontend","unclassified","4293","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/VG.js","client","frontend","unclassified","4066","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/VI.js","client","frontend","unclassified","4056","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/VN.js","client","frontend","unclassified","5644","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/VU.js","client","frontend","unclassified","3977","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/WF.js","client","frontend","unclassified","3394","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/WS.js","client","frontend","unclassified","3947","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/YE.js","client","frontend","unclassified","4525","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/YT.js","client","frontend","unclassified","4331","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ZA.js","client","frontend","unclassified","4977","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ZM.js","client","frontend","unclassified","5009","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ZW.js","client","frontend","unclassified","5075","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/lib/statuses.js","client","frontend","unclassified","306","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/lib/supported.js","client","frontend","unclassified","111","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/unpacker/agents.js","client","frontend","unclassified","1439","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/unpacker/browsers.js","client","frontend","unclassified","57","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/unpacker/browserVersions.js","client","frontend","unclassified","71","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/unpacker/feature.js","client","frontend","unclassified","1365","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/unpacker/features.js","client","frontend","unclassified","141","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/unpacker/index.js","client","frontend","unclassified","198","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/dist/unpacker/region.js","client","frontend","unclassified","550","2026-03-02T20:59:50Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/LICENSE","client","frontend","unclassified","18651","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/package.json","client","frontend","unclassified","742","2026-03-02T20:59:50Z",".json","TBD","","","","","","generated_dependency_vendor_local"
